"Site","TransectDepth","Replicate","Latin","SiteID","SpeciesID","Count","Biomass","Hi_Lo","Site_Richness","Site_Abundance","Site_Biomass"
"Grainger","3","1","Brachyistius frenatus","Grainger_3_1","Grainger_3_1_Brachyistius frenatus",12,66.34,"High",4,24,943.43
"Josef","3","1","Brachyistius frenatus","Josef_3_1","Josef_3_1_Brachyistius frenatus",2,24.76,"High",7,78,3728.68
"McKenzie","3","1","Brachyistius frenatus","McKenzie_3_1","McKenzie_3_1_Brachyistius frenatus",4,14.86,"Low",7,24,3056.39
"Porlier","3","1","Brachyistius frenatus","Porlier_3_1","Porlier_3_1_Brachyistius frenatus",13,98.69,"High",7,85,5459.05
"Snake","3","1","Brachyistius frenatus","Snake_3_1","Snake_3_1_Brachyistius frenatus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Brachyistius frenatus","Anniversary_15_1","Anniversary_15_1_Brachyistius frenatus",0,0,"Low",7,27,1423.05
"Burial","15","1","Brachyistius frenatus","Burial_15_1","Burial_15_1_Brachyistius frenatus",0,0,"High",3,12,45.57
"Coffin","15","1","Brachyistius frenatus","Coffin_15_1","Coffin_15_1_Brachyistius frenatus",0,0,"Low",5,16,191.03
"Dragon","15","1","Brachyistius frenatus","Dragon_15_1","Dragon_15_1_Brachyistius frenatus",16,131.54,"Low",7,44,5167.22
"Georgina","15","1","Brachyistius frenatus","Georgina_15_1","Georgina_15_1_Brachyistius frenatus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Brachyistius frenatus","Grainger_15_1","Grainger_15_1_Brachyistius frenatus",0,0,"High",8,42,10868.44
"Josef","15","1","Brachyistius frenatus","Josef_15_1","Josef_15_1_Brachyistius frenatus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Brachyistius frenatus","McKenzie_15_1","McKenzie_15_1_Brachyistius frenatus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Brachyistius frenatus","Porlier_15_1","Porlier_15_1_Brachyistius frenatus",0,0,"High",7,46,8713.67
"Snake","15","1","Brachyistius frenatus","Snake_15_1","Snake_15_1_Brachyistius frenatus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Brachyistius frenatus","Anniversary_3_2","Anniversary_3_2_Brachyistius frenatus",3,5.8,"Low",5,61,756.36
"Burial","3","2","Brachyistius frenatus","Burial_3_2","Burial_3_2_Brachyistius frenatus",51,178.46,"High",3,61,375.03
"Coffin","3","2","Brachyistius frenatus","Coffin_3_2","Coffin_3_2_Brachyistius frenatus",0,0,"Low",4,10,17.4
"Dragon","3","2","Brachyistius frenatus","Dragon_3_2","Dragon_3_2_Brachyistius frenatus",6,22.71,"Low",6,28,305.28
"Georgina","3","2","Brachyistius frenatus","Georgina_3_2","Georgina_3_2_Brachyistius frenatus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Brachyistius frenatus","Grainger_3_2","Grainger_3_2_Brachyistius frenatus",0,0,"High",3,3,92.02
"Josef","3","2","Brachyistius frenatus","Josef_3_2","Josef_3_2_Brachyistius frenatus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Brachyistius frenatus","McKenzie_3_2","McKenzie_3_2_Brachyistius frenatus",2,8.1,"Low",4,17,100.77
"Porlier","3","2","Brachyistius frenatus","Porlier_3_2","Porlier_3_2_Brachyistius frenatus",0,0,"High",3,11,7847.72
"Snake","3","2","Brachyistius frenatus","Snake_3_2","Snake_3_2_Brachyistius frenatus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Brachyistius frenatus","Anniversary_15_2","Anniversary_15_2_Brachyistius frenatus",0,0,"Low",3,18,151.28
"Burial","15","2","Brachyistius frenatus","Burial_15_2","Burial_15_2_Brachyistius frenatus",0,0,"High",4,30,39.61
"Coffin","15","2","Brachyistius frenatus","Coffin_15_2","Coffin_15_2_Brachyistius frenatus",0,0,"Low",4,15,393.28
"Dragon","15","2","Brachyistius frenatus","Dragon_15_2","Dragon_15_2_Brachyistius frenatus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Brachyistius frenatus","Georgina_15_2","Georgina_15_2_Brachyistius frenatus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Brachyistius frenatus","Grainger_15_2","Grainger_15_2_Brachyistius frenatus",0,0,"High",5,47,8353.74
"Josef","15","2","Brachyistius frenatus","Josef_15_2","Josef_15_2_Brachyistius frenatus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Brachyistius frenatus","McKenzie_15_2","McKenzie_15_2_Brachyistius frenatus",2,6.23,"Low",8,31,648.39
"Porlier","15","2","Brachyistius frenatus","Porlier_15_2","Porlier_15_2_Brachyistius frenatus",0,0,"High",8,91,2369.37
"Snake","15","2","Brachyistius frenatus","Snake_15_2","Snake_15_2_Brachyistius frenatus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Brachyistius frenatus","Anniversary_3_3","Anniversary_3_3_Brachyistius frenatus",6,28.03,"Low",3,48,1294.89
"Burial","3","3","Brachyistius frenatus","Burial_3_3","Burial_3_3_Brachyistius frenatus",0,0,"High",3,6,16.09
"Coffin","3","3","Brachyistius frenatus","Coffin_3_3","Coffin_3_3_Brachyistius frenatus",0,0,"Low",3,7,6.97
"Dragon","3","3","Brachyistius frenatus","Dragon_3_3","Dragon_3_3_Brachyistius frenatus",3,2.18,"Low",7,28,471.87
"Georgina","3","3","Brachyistius frenatus","Georgina_3_3","Georgina_3_3_Brachyistius frenatus",1,7.49,"Low",3,3,112.72
"Grainger","3","3","Brachyistius frenatus","Grainger_3_3","Grainger_3_3_Brachyistius frenatus",1,32.92,"High",7,18,3116.84
"Josef","3","3","Brachyistius frenatus","Josef_3_3","Josef_3_3_Brachyistius frenatus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Brachyistius frenatus","McKenzie_3_3","McKenzie_3_3_Brachyistius frenatus",0,0,"Low",5,28,130.43
"Porlier","3","3","Brachyistius frenatus","Porlier_3_3","Porlier_3_3_Brachyistius frenatus",0,0,"High",7,24,18165.49
"Snake","3","3","Brachyistius frenatus","Snake_3_3","Snake_3_3_Brachyistius frenatus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Brachyistius frenatus","Anniversary_15_3","Anniversary_15_3_Brachyistius frenatus",0,0,"Low",3,47,9442.15
"Burial","15","3","Brachyistius frenatus","Burial_15_3","Burial_15_3_Brachyistius frenatus",0,0,"High",1,24,11.86
"Coffin","15","3","Brachyistius frenatus","Coffin_15_3","Coffin_15_3_Brachyistius frenatus",0,0,"Low",5,32,88.42
"Dragon","15","3","Brachyistius frenatus","Dragon_15_3","Dragon_15_3_Brachyistius frenatus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Brachyistius frenatus","Georgina_15_3","Georgina_15_3_Brachyistius frenatus",0,0,"Low",7,58,343.89
"Grainger","15","3","Brachyistius frenatus","Grainger_15_3","Grainger_15_3_Brachyistius frenatus",0,0,"High",5,89,2108.31
"Josef","15","3","Brachyistius frenatus","Josef_15_3","Josef_15_3_Brachyistius frenatus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Brachyistius frenatus","McKenzie_15_3","McKenzie_15_3_Brachyistius frenatus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Brachyistius frenatus","Porlier_15_3","Porlier_15_3_Brachyistius frenatus",0,0,"High",8,81,7335.53
"Snake","15","3","Brachyistius frenatus","Snake_15_3","Snake_15_3_Brachyistius frenatus",0,0,"Low",6,50,1202.35
"Burial","3","4","Brachyistius frenatus","Burial_3_4","Burial_3_4_Brachyistius frenatus",0,0,"High",1,10,7.96
"Dragon","3","4","Brachyistius frenatus","Dragon_3_4","Dragon_3_4_Brachyistius frenatus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Brachyistius frenatus","McKenzie_3_4","McKenzie_3_4_Brachyistius frenatus",0,0,"Low",5,24,90.11
"Snake","3","4","Brachyistius frenatus","Snake_3_4","Snake_3_4_Brachyistius frenatus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Brachyistius frenatus","Anniversary_15_4","Anniversary_15_4_Brachyistius frenatus",0,0,"Low",2,14,44.36
"Burial","15","4","Brachyistius frenatus","Burial_15_4","Burial_15_4_Brachyistius frenatus",0,0,"High",4,20,196.44
"Dragon","15","4","Brachyistius frenatus","Dragon_15_4","Dragon_15_4_Brachyistius frenatus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Brachyistius frenatus","McKenzie_15_4","McKenzie_15_4_Brachyistius frenatus",0,0,"Low",6,14,66.1
"Snake","15","4","Brachyistius frenatus","Snake_15_4","Snake_15_4_Brachyistius frenatus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Chirolophis decoratus","Anniversary_3_1","Anniversary_3_1_Chirolophis decoratus",0,0,"Low",8,206,2214.53
"Burial","3","1","Chirolophis decoratus","Burial_3_1","Burial_3_1_Chirolophis decoratus",0,0,"High",5,11,6072.13
"Coffin","3","1","Chirolophis decoratus","Coffin_3_1","Coffin_3_1_Chirolophis decoratus",0,0,"Low",7,27,84.02
"Dragon","3","1","Chirolophis decoratus","Dragon_3_1","Dragon_3_1_Chirolophis decoratus",0,0,"Low",7,75,766.57
"Georgina","3","1","Chirolophis decoratus","Georgina_3_1","Georgina_3_1_Chirolophis decoratus",0,0,"Low",3,7,9516.84
"Grainger","3","1","Chirolophis decoratus","Grainger_3_1","Grainger_3_1_Chirolophis decoratus",0,0,"High",4,24,943.43
"Josef","3","1","Chirolophis decoratus","Josef_3_1","Josef_3_1_Chirolophis decoratus",0,0,"High",7,78,3728.68
"McKenzie","3","1","Chirolophis decoratus","McKenzie_3_1","McKenzie_3_1_Chirolophis decoratus",0,0,"Low",7,24,3056.39
"Porlier","3","1","Chirolophis decoratus","Porlier_3_1","Porlier_3_1_Chirolophis decoratus",0,0,"High",7,85,5459.05
"Snake","3","1","Chirolophis decoratus","Snake_3_1","Snake_3_1_Chirolophis decoratus",0,0,"Low",1,1,1.86
"Anniversary","15","1","Chirolophis decoratus","Anniversary_15_1","Anniversary_15_1_Chirolophis decoratus",0,0,"Low",7,27,1423.05
"Burial","15","1","Chirolophis decoratus","Burial_15_1","Burial_15_1_Chirolophis decoratus",0,0,"High",3,12,45.57
"Coffin","15","1","Chirolophis decoratus","Coffin_15_1","Coffin_15_1_Chirolophis decoratus",0,0,"Low",5,16,191.03
"Dragon","15","1","Chirolophis decoratus","Dragon_15_1","Dragon_15_1_Chirolophis decoratus",0,0,"Low",7,44,5167.22
"Georgina","15","1","Chirolophis decoratus","Georgina_15_1","Georgina_15_1_Chirolophis decoratus",0,0,"Low",7,46,4282.72
"Grainger","15","1","Chirolophis decoratus","Grainger_15_1","Grainger_15_1_Chirolophis decoratus",0,0,"High",8,42,10868.44
"Josef","15","1","Chirolophis decoratus","Josef_15_1","Josef_15_1_Chirolophis decoratus",0,0,"High",6,39,8799.9
"McKenzie","15","1","Chirolophis decoratus","McKenzie_15_1","McKenzie_15_1_Chirolophis decoratus",0,0,"Low",6,14,1411.65
"Porlier","15","1","Chirolophis decoratus","Porlier_15_1","Porlier_15_1_Chirolophis decoratus",0,0,"High",7,46,8713.67
"Snake","15","1","Chirolophis decoratus","Snake_15_1","Snake_15_1_Chirolophis decoratus",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Chirolophis decoratus","Anniversary_3_2","Anniversary_3_2_Chirolophis decoratus",0,0,"Low",5,61,756.36
"Burial","3","2","Chirolophis decoratus","Burial_3_2","Burial_3_2_Chirolophis decoratus",0,0,"High",3,61,375.03
"Coffin","3","2","Chirolophis decoratus","Coffin_3_2","Coffin_3_2_Chirolophis decoratus",0,0,"Low",4,10,17.4
"Dragon","3","2","Chirolophis decoratus","Dragon_3_2","Dragon_3_2_Chirolophis decoratus",0,0,"Low",6,28,305.28
"Georgina","3","2","Chirolophis decoratus","Georgina_3_2","Georgina_3_2_Chirolophis decoratus",0,0,"Low",5,6,4691.88
"Grainger","3","2","Chirolophis decoratus","Grainger_3_2","Grainger_3_2_Chirolophis decoratus",0,0,"High",3,3,92.02
"Josef","3","2","Chirolophis decoratus","Josef_3_2","Josef_3_2_Chirolophis decoratus",0,0,"High",7,43,4102.42
"McKenzie","3","2","Chirolophis decoratus","McKenzie_3_2","McKenzie_3_2_Chirolophis decoratus",0,0,"Low",4,17,100.77
"Porlier","3","2","Chirolophis decoratus","Porlier_3_2","Porlier_3_2_Chirolophis decoratus",0,0,"High",3,11,7847.72
"Snake","3","2","Chirolophis decoratus","Snake_3_2","Snake_3_2_Chirolophis decoratus",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Chirolophis decoratus","Anniversary_15_2","Anniversary_15_2_Chirolophis decoratus",0,0,"Low",3,18,151.28
"Burial","15","2","Chirolophis decoratus","Burial_15_2","Burial_15_2_Chirolophis decoratus",1,9.77,"High",4,30,39.61
"Coffin","15","2","Chirolophis decoratus","Coffin_15_2","Coffin_15_2_Chirolophis decoratus",0,0,"Low",4,15,393.28
"Dragon","15","2","Chirolophis decoratus","Dragon_15_2","Dragon_15_2_Chirolophis decoratus",0,0,"Low",7,266,2677.39
"Georgina","15","2","Chirolophis decoratus","Georgina_15_2","Georgina_15_2_Chirolophis decoratus",0,0,"Low",5,37,1010.88
"Grainger","15","2","Chirolophis decoratus","Grainger_15_2","Grainger_15_2_Chirolophis decoratus",0,0,"High",5,47,8353.74
"Josef","15","2","Chirolophis decoratus","Josef_15_2","Josef_15_2_Chirolophis decoratus",0,0,"High",7,45,19741.24
"McKenzie","15","2","Chirolophis decoratus","McKenzie_15_2","McKenzie_15_2_Chirolophis decoratus",0,0,"Low",8,31,648.39
"Porlier","15","2","Chirolophis decoratus","Porlier_15_2","Porlier_15_2_Chirolophis decoratus",1,12.58,"High",8,91,2369.37
"Snake","15","2","Chirolophis decoratus","Snake_15_2","Snake_15_2_Chirolophis decoratus",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Chirolophis decoratus","Anniversary_3_3","Anniversary_3_3_Chirolophis decoratus",0,0,"Low",3,48,1294.89
"Burial","3","3","Chirolophis decoratus","Burial_3_3","Burial_3_3_Chirolophis decoratus",0,0,"High",3,6,16.09
"Coffin","3","3","Chirolophis decoratus","Coffin_3_3","Coffin_3_3_Chirolophis decoratus",0,0,"Low",3,7,6.97
"Dragon","3","3","Chirolophis decoratus","Dragon_3_3","Dragon_3_3_Chirolophis decoratus",0,0,"Low",7,28,471.87
"Georgina","3","3","Chirolophis decoratus","Georgina_3_3","Georgina_3_3_Chirolophis decoratus",0,0,"Low",3,3,112.72
"Grainger","3","3","Chirolophis decoratus","Grainger_3_3","Grainger_3_3_Chirolophis decoratus",0,0,"High",7,18,3116.84
"Josef","3","3","Chirolophis decoratus","Josef_3_3","Josef_3_3_Chirolophis decoratus",0,0,"High",5,45,1772.58
"McKenzie","3","3","Chirolophis decoratus","McKenzie_3_3","McKenzie_3_3_Chirolophis decoratus",0,0,"Low",5,28,130.43
"Porlier","3","3","Chirolophis decoratus","Porlier_3_3","Porlier_3_3_Chirolophis decoratus",0,0,"High",7,24,18165.49
"Snake","3","3","Chirolophis decoratus","Snake_3_3","Snake_3_3_Chirolophis decoratus",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Chirolophis decoratus","Anniversary_15_3","Anniversary_15_3_Chirolophis decoratus",0,0,"Low",3,47,9442.15
"Burial","15","3","Chirolophis decoratus","Burial_15_3","Burial_15_3_Chirolophis decoratus",0,0,"High",1,24,11.86
"Coffin","15","3","Chirolophis decoratus","Coffin_15_3","Coffin_15_3_Chirolophis decoratus",0,0,"Low",5,32,88.42
"Dragon","15","3","Chirolophis decoratus","Dragon_15_3","Dragon_15_3_Chirolophis decoratus",0,0,"Low",5,72,5875.21
"Georgina","15","3","Chirolophis decoratus","Georgina_15_3","Georgina_15_3_Chirolophis decoratus",0,0,"Low",7,58,343.89
"Grainger","15","3","Chirolophis decoratus","Grainger_15_3","Grainger_15_3_Chirolophis decoratus",0,0,"High",5,89,2108.31
"Josef","15","3","Chirolophis decoratus","Josef_15_3","Josef_15_3_Chirolophis decoratus",0,0,"High",6,41,2123.88
"McKenzie","15","3","Chirolophis decoratus","McKenzie_15_3","McKenzie_15_3_Chirolophis decoratus",0,0,"Low",5,22,13815.55
"Porlier","15","3","Chirolophis decoratus","Porlier_15_3","Porlier_15_3_Chirolophis decoratus",0,0,"High",8,81,7335.53
"Snake","15","3","Chirolophis decoratus","Snake_15_3","Snake_15_3_Chirolophis decoratus",0,0,"Low",6,50,1202.35
"Burial","3","4","Chirolophis decoratus","Burial_3_4","Burial_3_4_Chirolophis decoratus",0,0,"High",1,10,7.96
"Dragon","3","4","Chirolophis decoratus","Dragon_3_4","Dragon_3_4_Chirolophis decoratus",0,0,"Low",4,14,1149.48
"McKenzie","3","4","Chirolophis decoratus","McKenzie_3_4","McKenzie_3_4_Chirolophis decoratus",0,0,"Low",5,24,90.11
"Snake","3","4","Chirolophis decoratus","Snake_3_4","Snake_3_4_Chirolophis decoratus",0,0,"Low",5,9,16.36
"Anniversary","15","4","Chirolophis decoratus","Anniversary_15_4","Anniversary_15_4_Chirolophis decoratus",0,0,"Low",2,14,44.36
"Burial","15","4","Chirolophis decoratus","Burial_15_4","Burial_15_4_Chirolophis decoratus",0,0,"High",4,20,196.44
"Dragon","15","4","Chirolophis decoratus","Dragon_15_4","Dragon_15_4_Chirolophis decoratus",0,0,"Low",8,524,2616.28
"McKenzie","15","4","Chirolophis decoratus","McKenzie_15_4","McKenzie_15_4_Chirolophis decoratus",0,0,"Low",6,14,66.1
"Snake","15","4","Chirolophis decoratus","Snake_15_4","Snake_15_4_Chirolophis decoratus",0,0,"Low",5,38,10212.97
"Anniversary","3","1","Chirolophis nugator","Anniversary_3_1","Anniversary_3_1_Chirolophis nugator",0,0,"Low",8,206,2214.53
"Burial","3","1","Chirolophis nugator","Burial_3_1","Burial_3_1_Chirolophis nugator",0,0,"High",5,11,6072.13
"Coffin","3","1","Chirolophis nugator","Coffin_3_1","Coffin_3_1_Chirolophis nugator",0,0,"Low",7,27,84.02
"Dragon","3","1","Chirolophis nugator","Dragon_3_1","Dragon_3_1_Chirolophis nugator",0,0,"Low",7,75,766.57
"Georgina","3","1","Chirolophis nugator","Georgina_3_1","Georgina_3_1_Chirolophis nugator",0,0,"Low",3,7,9516.84
"Grainger","3","1","Chirolophis nugator","Grainger_3_1","Grainger_3_1_Chirolophis nugator",0,0,"High",4,24,943.43
"Josef","3","1","Chirolophis nugator","Josef_3_1","Josef_3_1_Chirolophis nugator",0,0,"High",7,78,3728.68
"McKenzie","3","1","Chirolophis nugator","McKenzie_3_1","McKenzie_3_1_Chirolophis nugator",0,0,"Low",7,24,3056.39
"Porlier","3","1","Chirolophis nugator","Porlier_3_1","Porlier_3_1_Chirolophis nugator",0,0,"High",7,85,5459.05
"Snake","3","1","Chirolophis nugator","Snake_3_1","Snake_3_1_Chirolophis nugator",0,0,"Low",1,1,1.86
"Anniversary","15","1","Chirolophis nugator","Anniversary_15_1","Anniversary_15_1_Chirolophis nugator",0,0,"Low",7,27,1423.05
"Burial","15","1","Chirolophis nugator","Burial_15_1","Burial_15_1_Chirolophis nugator",0,0,"High",3,12,45.57
"Coffin","15","1","Chirolophis nugator","Coffin_15_1","Coffin_15_1_Chirolophis nugator",0,0,"Low",5,16,191.03
"Dragon","15","1","Chirolophis nugator","Dragon_15_1","Dragon_15_1_Chirolophis nugator",0,0,"Low",7,44,5167.22
"Georgina","15","1","Chirolophis nugator","Georgina_15_1","Georgina_15_1_Chirolophis nugator",0,0,"Low",7,46,4282.72
"Grainger","15","1","Chirolophis nugator","Grainger_15_1","Grainger_15_1_Chirolophis nugator",0,0,"High",8,42,10868.44
"Josef","15","1","Chirolophis nugator","Josef_15_1","Josef_15_1_Chirolophis nugator",1,1.78,"High",6,39,8799.9
"McKenzie","15","1","Chirolophis nugator","McKenzie_15_1","McKenzie_15_1_Chirolophis nugator",0,0,"Low",6,14,1411.65
"Porlier","15","1","Chirolophis nugator","Porlier_15_1","Porlier_15_1_Chirolophis nugator",0,0,"High",7,46,8713.67
"Snake","15","1","Chirolophis nugator","Snake_15_1","Snake_15_1_Chirolophis nugator",0,0,"Low",3,28,7571.81
"Anniversary","3","2","Chirolophis nugator","Anniversary_3_2","Anniversary_3_2_Chirolophis nugator",0,0,"Low",5,61,756.36
"Burial","3","2","Chirolophis nugator","Burial_3_2","Burial_3_2_Chirolophis nugator",0,0,"High",3,61,375.03
"Coffin","3","2","Chirolophis nugator","Coffin_3_2","Coffin_3_2_Chirolophis nugator",0,0,"Low",4,10,17.4
"Dragon","3","2","Chirolophis nugator","Dragon_3_2","Dragon_3_2_Chirolophis nugator",0,0,"Low",6,28,305.28
"Georgina","3","2","Chirolophis nugator","Georgina_3_2","Georgina_3_2_Chirolophis nugator",0,0,"Low",5,6,4691.88
"Grainger","3","2","Chirolophis nugator","Grainger_3_2","Grainger_3_2_Chirolophis nugator",0,0,"High",3,3,92.02
"Josef","3","2","Chirolophis nugator","Josef_3_2","Josef_3_2_Chirolophis nugator",1,1.78,"High",7,43,4102.42
"McKenzie","3","2","Chirolophis nugator","McKenzie_3_2","McKenzie_3_2_Chirolophis nugator",0,0,"Low",4,17,100.77
"Porlier","3","2","Chirolophis nugator","Porlier_3_2","Porlier_3_2_Chirolophis nugator",0,0,"High",3,11,7847.72
"Snake","3","2","Chirolophis nugator","Snake_3_2","Snake_3_2_Chirolophis nugator",0,0,"Low",5,21,6263.96
"Anniversary","15","2","Chirolophis nugator","Anniversary_15_2","Anniversary_15_2_Chirolophis nugator",0,0,"Low",3,18,151.28
"Burial","15","2","Chirolophis nugator","Burial_15_2","Burial_15_2_Chirolophis nugator",0,0,"High",4,30,39.61
"Coffin","15","2","Chirolophis nugator","Coffin_15_2","Coffin_15_2_Chirolophis nugator",0,0,"Low",4,15,393.28
"Dragon","15","2","Chirolophis nugator","Dragon_15_2","Dragon_15_2_Chirolophis nugator",0,0,"Low",7,266,2677.39
"Georgina","15","2","Chirolophis nugator","Georgina_15_2","Georgina_15_2_Chirolophis nugator",0,0,"Low",5,37,1010.88
"Grainger","15","2","Chirolophis nugator","Grainger_15_2","Grainger_15_2_Chirolophis nugator",2,2.87,"High",5,47,8353.74
"Josef","15","2","Chirolophis nugator","Josef_15_2","Josef_15_2_Chirolophis nugator",0,0,"High",7,45,19741.24
"McKenzie","15","2","Chirolophis nugator","McKenzie_15_2","McKenzie_15_2_Chirolophis nugator",0,0,"Low",8,31,648.39
"Porlier","15","2","Chirolophis nugator","Porlier_15_2","Porlier_15_2_Chirolophis nugator",0,0,"High",8,91,2369.37
"Snake","15","2","Chirolophis nugator","Snake_15_2","Snake_15_2_Chirolophis nugator",0,0,"Low",7,112,6273.52
"Anniversary","3","3","Chirolophis nugator","Anniversary_3_3","Anniversary_3_3_Chirolophis nugator",0,0,"Low",3,48,1294.89
"Burial","3","3","Chirolophis nugator","Burial_3_3","Burial_3_3_Chirolophis nugator",0,0,"High",3,6,16.09
"Coffin","3","3","Chirolophis nugator","Coffin_3_3","Coffin_3_3_Chirolophis nugator",0,0,"Low",3,7,6.97
"Dragon","3","3","Chirolophis nugator","Dragon_3_3","Dragon_3_3_Chirolophis nugator",0,0,"Low",7,28,471.87
"Georgina","3","3","Chirolophis nugator","Georgina_3_3","Georgina_3_3_Chirolophis nugator",0,0,"Low",3,3,112.72
"Grainger","3","3","Chirolophis nugator","Grainger_3_3","Grainger_3_3_Chirolophis nugator",0,0,"High",7,18,3116.84
"Josef","3","3","Chirolophis nugator","Josef_3_3","Josef_3_3_Chirolophis nugator",0,0,"High",5,45,1772.58
"McKenzie","3","3","Chirolophis nugator","McKenzie_3_3","McKenzie_3_3_Chirolophis nugator",0,0,"Low",5,28,130.43
"Porlier","3","3","Chirolophis nugator","Porlier_3_3","Porlier_3_3_Chirolophis nugator",0,0,"High",7,24,18165.49
"Snake","3","3","Chirolophis nugator","Snake_3_3","Snake_3_3_Chirolophis nugator",0,0,"Low",3,21,1631.16
"Anniversary","15","3","Chirolophis nugator","Anniversary_15_3","Anniversary_15_3_Chirolophis nugator",0,0,"Low",3,47,9442.15
